        numOfIt             y1             y2             tk
           1627       0.597012   -0.000225807       0.569255
           1628       0.597268    0.000175178       0.569525
           1629       0.597523    0.000576166       0.569795
           1630       0.597779    0.000977156       0.570065
           1631       0.598034     0.00137815       0.570334
           1632       0.598289     0.00177915       0.570604
           1633       0.598545     0.00218015       0.570874
           1634         0.5988     0.00258115       0.571144
           1635       0.599054     0.00298215       0.571413
           1636       0.599309     0.00338316       0.571683
           1637       0.599563     0.00378417       0.571952
           1638       0.599818     0.00418518       0.572221
           1639       0.600072      0.0045862       0.572491
           1640       0.600326     0.00498722        0.57276
           1641        0.60058     0.00538824       0.573029
           1642       0.600834     0.00578927       0.573298
           1643       0.601087     0.00619029       0.573567
           1644       0.601341     0.00659132       0.573836
           1645       0.601594     0.00699236       0.574105
           1646       0.601847     0.00739339       0.574373
           1647         0.6021     0.00779443       0.574642
           1648       0.602353     0.00819547       0.574911
           1649       0.602606     0.00859652       0.575179
           1650       0.602858     0.00899756       0.575448
           1651       0.603111     0.00939861       0.575716
           1652       0.603363     0.00979966       0.575984
           1653       0.603615      0.0102007       0.576253
           1654       0.603867      0.0106018       0.576521
           1655       0.604119      0.0110028       0.576789
           1656       0.604371      0.0114039       0.577057
           1657       0.604622       0.011805       0.577325
           1658       0.604874       0.012206       0.577593
           1659       0.605125      0.0126071       0.577861
           1660       0.605376      0.0130082       0.578128
           1661       0.605627      0.0134093       0.578396
           1662       0.605878      0.0138103       0.578664
           1663       0.606129      0.0142114       0.578931
           1664       0.606379      0.0146125       0.579199
           1665        0.60663      0.0150136       0.579466
           1666        0.60688      0.0154147       0.579733
           1667        0.60713      0.0158158       0.580001
           1668        0.60738      0.0162169       0.580268
           1669        0.60763       0.016618       0.580535
           1670       0.607879      0.0170191       0.580802
           1671       0.608129      0.0174202       0.581069
           1672       0.608378      0.0178213       0.581336
           1673       0.608628      0.0182224       0.581603
           1674       0.608877      0.0186235        0.58187
           1675       0.609126      0.0190246       0.582136
           1676       0.609374      0.0194257       0.582403
           1677       0.609623      0.0198268        0.58267
           1678       0.609872       0.020228       0.582936
           1679        0.61012      0.0206291       0.583202
           1680       0.610368      0.0210302       0.583469
           1681       0.610616      0.0214313       0.583735
           1682       0.610864      0.0218325       0.584001
           1683       0.611112      0.0222336       0.584268
           1684        0.61136      0.0226347       0.584534
           1685       0.611607      0.0230359         0.5848
           1686       0.611855       0.023437       0.585066
           1687       0.612102      0.0238382       0.585332
           1688       0.612349      0.0242393       0.585598
           1689       0.612596      0.0246405       0.585863
           1690       0.612843      0.0250416       0.586129
           1691        0.61309      0.0254428       0.586395
           1692       0.613336      0.0258439        0.58666
           1693       0.613583      0.0262451       0.586926
           1694       0.613829      0.0266462       0.587191
           1695       0.614075      0.0270474       0.587457
           1696       0.614321      0.0274486       0.587722
           1697       0.614567      0.0278497       0.587987
           1698       0.614812      0.0282509       0.588252
           1699       0.615058      0.0286521       0.588518
           1700       0.615303      0.0290533       0.588783
           1701       0.615549      0.0294544       0.589048
           1702       0.615794      0.0298556       0.589313
           1703       0.616039      0.0302568       0.589577
           1704       0.616284       0.030658       0.589842
           1705       0.616528      0.0310592       0.590107
           1706       0.616773      0.0314604       0.590372
           1707       0.617017      0.0318616       0.590636
           1708       0.617262      0.0322628       0.590901
           1709       0.617506      0.0326639       0.591165
           1710        0.61775      0.0330651        0.59143
           1711       0.617994      0.0334664       0.591694
           1712       0.618238      0.0338676       0.591959
           1713       0.618481      0.0342688       0.592223
           1714       0.618725        0.03467       0.592487
           1715       0.618968      0.0350712       0.592751
           1716       0.619211      0.0354724       0.593015
           1717       0.619454      0.0358736       0.593279
           1718       0.619697      0.0362748       0.593543
           1719        0.61994      0.0366761       0.593807
           1720       0.620183      0.0370773       0.594071
           1721       0.620425      0.0374785       0.594335
           1722       0.620668      0.0378797       0.594598
           1723        0.62091       0.038281       0.594862
           1724       0.621152      0.0386822       0.595126
           1725       0.621394      0.0390834       0.595389
           1726       0.621636      0.0394847       0.595652
           1727       0.621877      0.0398859       0.595916
           1728       0.622119      0.0402871       0.596179
           1729        0.62236      0.0406884       0.596443
           1730       0.622602      0.0410896       0.596706
           1731       0.622843      0.0414909       0.596969
           1732       0.623084      0.0418921       0.597232
           1733       0.623325      0.0422934       0.597495
           1734       0.623565      0.0426946       0.597758
           1735       0.623806      0.0430959       0.598021
           1736       0.624046      0.0434972       0.598284
           1737       0.624287      0.0438984       0.598547
           1738       0.624527      0.0442997       0.598809
           1739       0.624767       0.044701       0.599072
           1740       0.625007      0.0451022       0.599335
           1741       0.625247      0.0455035       0.599597
           1742       0.625486      0.0459048        0.59986
           1743       0.625726       0.046306       0.600122
           1744       0.625965      0.0467073       0.600385
           1745       0.626204      0.0471086       0.600647
           1746       0.626444      0.0475099       0.600909
           1747       0.626683      0.0479112       0.601172
           1748       0.626921      0.0483124       0.601434
           1749        0.62716      0.0487137       0.601696
           1750       0.627399       0.049115       0.601958
           1751       0.627637      0.0495163        0.60222
           1752       0.627875      0.0499176       0.602482
           1753       0.628114      0.0503189       0.602744
           1754       0.628352      0.0507202       0.603006
           1755        0.62859      0.0511215       0.603267
           1756       0.628827      0.0515228       0.603529
           1757       0.629065      0.0519241       0.603791
           1758       0.629302      0.0523254       0.604052
           1759        0.62954      0.0527267       0.604314
           1760       0.629777       0.053128       0.604575
           1761       0.630014      0.0535294       0.604837
           1762       0.630251      0.0539307       0.605098
           1763       0.630488       0.054332        0.60536
           1764       0.630725      0.0547333       0.605621
           1765       0.630961      0.0551346       0.605882
           1766       0.631198       0.055536       0.606143
           1767       0.631434      0.0559373       0.606404
           1768        0.63167      0.0563386       0.606665
           1769       0.631906      0.0567399       0.606926
           1770       0.632142      0.0571413       0.607187
           1771       0.632378      0.0575426       0.607448
           1772       0.632614      0.0579439       0.607709
           1773       0.632849      0.0583453        0.60797
           1774       0.633085      0.0587466       0.608231
           1775        0.63332       0.059148       0.608491
           1776       0.633555      0.0595493       0.608752
           1777        0.63379      0.0599507       0.609012
           1778       0.634025       0.060352       0.609273
           1779        0.63426      0.0607533       0.609533
           1780       0.634494      0.0611547       0.609794
           1781       0.634729      0.0615561       0.610054
           1782       0.634963      0.0619574       0.610315
           1783       0.635197      0.0623588       0.610575
           1784       0.635431      0.0627601       0.610835
           1785       0.635665      0.0631615       0.611095
           1786       0.635899      0.0635629       0.611355
           1787       0.636133      0.0639642       0.611615
           1788       0.636366      0.0643656       0.611875
           1789         0.6366       0.064767       0.612135
           1790       0.636833      0.0651683       0.612395
           1791       0.637066      0.0655697       0.612655
           1792       0.637299      0.0659711       0.612915
           1793       0.637532      0.0663725       0.613175
           1794       0.637765      0.0667738       0.613434
           1795       0.637998      0.0671752       0.613694
           1796        0.63823      0.0675766       0.613953
           1797       0.638462       0.067978       0.614213
           1798       0.638695      0.0683794       0.614472
           1799       0.638927      0.0687808       0.614732
           1800       0.639159      0.0691822       0.614991
           1801       0.639391      0.0695835       0.615251
           1802       0.639622      0.0699849        0.61551
           1803       0.639854      0.0703863       0.615769
           1804       0.640086      0.0707877       0.616028
           1805       0.640317      0.0711891       0.616288
           1806       0.640548      0.0715905       0.616547
           1807       0.640779      0.0719919       0.616806
           1808        0.64101      0.0723933       0.617065
           1809       0.641241      0.0727948       0.617324
           1810       0.641472      0.0731962       0.617582
           1811       0.641702      0.0735976       0.617841
           1812       0.641933       0.073999         0.6181
           1813       0.642163      0.0744004       0.618359
           1814       0.642393      0.0748018       0.618618
           1815       0.642623      0.0752032       0.618876
           1816       0.642853      0.0756047       0.619135
           1817       0.643083      0.0760061       0.619393
           1818       0.643313      0.0764075       0.619652
           1819       0.643543      0.0768089        0.61991
           1820       0.643772      0.0772104       0.620169
           1821       0.644001      0.0776118       0.620427
           1822        0.64423      0.0780132       0.620685
           1823        0.64446      0.0784147       0.620944
           1824       0.644688      0.0788161       0.621202
           1825       0.644917      0.0792175        0.62146
           1826       0.645146       0.079619       0.621718
           1827       0.645375      0.0800204       0.621976
           1828       0.645603      0.0804218       0.622234
           1829       0.645831      0.0808233       0.622492
           1830       0.646059      0.0812247        0.62275
           1831       0.646287      0.0816262       0.623008
           1832       0.646515      0.0820276       0.623266
           1833       0.646743      0.0824291       0.623524
           1834       0.646971      0.0828305       0.623782
           1835       0.647198       0.083232       0.624039
           1836       0.647426      0.0836334       0.624297
           1837       0.647653      0.0840349       0.624555
           1838        0.64788      0.0844364       0.624812
           1839       0.648107      0.0848378        0.62507
           1840       0.648334      0.0852393       0.625327
           1841       0.648561      0.0856407       0.625585
           1842       0.648788      0.0860422       0.625842
           1843       0.649014      0.0864437       0.626099
           1844       0.649241      0.0868451       0.626357
           1845       0.649467      0.0872466       0.626614
           1846       0.649693      0.0876481       0.626871
           1847       0.649919      0.0880496       0.627128
           1848       0.650145       0.088451       0.627385
           1849       0.650371      0.0888525       0.627642
           1850       0.650597       0.089254         0.6279
           1851       0.650822      0.0896555       0.628157
           1852       0.651048       0.090057       0.628413
           1853       0.651273      0.0904584        0.62867
           1854       0.651498      0.0908599       0.628927
           1855       0.651723      0.0912614       0.629184
           1856       0.651948      0.0916629       0.629441
           1857       0.652173      0.0920644       0.629698
           1858       0.652398      0.0924659       0.629954
           1859       0.652622      0.0928674       0.630211
           1860       0.652847      0.0932689       0.630467
           1861       0.653071      0.0936704       0.630724
           1862       0.653295      0.0940719       0.630981
           1863       0.653519      0.0944734       0.631237
           1864       0.653743      0.0948749       0.631493
           1865       0.653967      0.0952764        0.63175
           1866       0.654191      0.0956779       0.632006
           1867       0.654414      0.0960794       0.632262
           1868       0.654638      0.0964809       0.632519
           1869       0.654861      0.0968824       0.632775
           1870       0.655084      0.0972839       0.633031
           1871       0.655307      0.0976854       0.633287
           1872        0.65553      0.0980869       0.633543
           1873       0.655753      0.0984885       0.633799
           1874       0.655976        0.09889       0.634055
           1875       0.656198      0.0992915       0.634311
           1876       0.656421       0.099693       0.634567
           1877       0.656643       0.100095       0.634823
           1878       0.656865       0.100496       0.635079
           1879       0.657088       0.100898       0.635335
           1880       0.657309       0.101299       0.635591
           1881       0.657531       0.101701       0.635846
           1882       0.657753       0.102102       0.636102
           1883       0.657975       0.102504       0.636358
           1884       0.658196       0.102905       0.636613
           1885       0.658418       0.103307       0.636869
           1886       0.658639       0.103708       0.637124
           1887        0.65886        0.10411        0.63738
           1888       0.659081       0.104511       0.637635
           1889       0.659302       0.104913       0.637891
           1890       0.659523       0.105314       0.638146
           1891       0.659743       0.105716       0.638401
           1892       0.659964       0.106118       0.638657
           1893       0.660184       0.106519       0.638912
           1894       0.660404       0.106921       0.639167
           1895       0.660625       0.107322       0.639422
           1896       0.660845       0.107724       0.639677
           1897       0.661065       0.108125       0.639933
           1898       0.661284       0.108527       0.640188
           1899       0.661504       0.108928       0.640443
           1900       0.661724        0.10933       0.640698
           1901       0.661943       0.109731       0.640953
           1902       0.662162       0.110133       0.641207
           1903       0.662382       0.110535       0.641462
           1904       0.662601       0.110936       0.641717
           1905        0.66282       0.111338       0.641972
           1906       0.663038       0.111739       0.642227
           1907       0.663257       0.112141       0.642481
           1908       0.663476       0.112542       0.642736
           1909       0.663694       0.112944       0.642991
           1910       0.663913       0.113346       0.643245
           1911       0.664131       0.113747         0.6435
           1912       0.664349       0.114149       0.643754
           1913       0.664567        0.11455       0.644009
           1914       0.664785       0.114952       0.644263
           1915       0.665003       0.115353       0.644518
           1916        0.66522       0.115755       0.644772
           1917       0.665438       0.116157       0.645026
           1918       0.665655       0.116558       0.645281
           1919       0.665873        0.11696       0.645535
           1920        0.66609       0.117361       0.645789
           1921       0.666307       0.117763       0.646043
           1922       0.666524       0.118165       0.646298
           1923        0.66674       0.118566       0.646552
           1924       0.666957       0.118968       0.646806
           1925       0.667174       0.119369        0.64706
           1926        0.66739       0.119771       0.647314
           1927       0.667607       0.120172       0.647568
           1928       0.667823       0.120574       0.647822
           1929       0.668039       0.120976       0.648076
           1930       0.668255       0.121377        0.64833
           1931       0.668471       0.121779       0.648583
           1932       0.668686        0.12218       0.648837
           1933       0.668902       0.122582       0.649091
           1934       0.669118       0.122984       0.649345
           1935       0.669333       0.123385       0.649598
           1936       0.669548       0.123787       0.649852
           1937       0.669763       0.124188       0.650106
           1938       0.669979        0.12459       0.650359
           1939       0.670193       0.124992       0.650613
           1940       0.670408       0.125393       0.650866
           1941       0.670623       0.125795        0.65112
           1942       0.670837       0.126197       0.651373
           1943       0.671052       0.126598       0.651627
           1944       0.671266          0.127        0.65188
           1945       0.671481       0.127401       0.652134
           1946       0.671695       0.127803       0.652387
           1947       0.671909       0.128205        0.65264
           1948       0.672122       0.128606       0.652893
           1949       0.672336       0.129008       0.653147
           1950        0.67255       0.129409         0.6534
           1951       0.672763       0.129811       0.653653
           1952       0.672977       0.130213       0.653906
           1953        0.67319       0.130614       0.654159
           1954       0.673403       0.131016       0.654412
           1955       0.673616       0.131418       0.654665
           1956       0.673829       0.131819       0.654918
           1957       0.674042       0.132221       0.655171
           1958       0.674255       0.132622       0.655424
           1959       0.674467       0.133024       0.655677
           1960        0.67468       0.133426        0.65593
           1961       0.674892       0.133827       0.656183
           1962       0.675104       0.134229       0.656436
           1963       0.675317       0.134631       0.656688
           1964       0.675529       0.135032       0.656941
           1965        0.67574       0.135434       0.657194
           1966       0.675952       0.135836       0.657446
           1967       0.676164       0.136237       0.657699
           1968       0.676375       0.136639       0.657952
           1969       0.676587        0.13704       0.658204
           1970       0.676798       0.137442       0.658457
           1971       0.677009       0.137844       0.658709
           1972        0.67722       0.138245       0.658962
           1973       0.677431       0.138647       0.659214
           1974       0.677642       0.139049       0.659467
           1975       0.677853        0.13945       0.659719
           1976       0.678064       0.139852       0.659971
           1977       0.678274       0.140254       0.660224
           1978       0.678485       0.140655       0.660476
           1979       0.678695       0.141057       0.660728
           1980       0.678905       0.141459       0.660981
           1981       0.679115        0.14186       0.661233
           1982       0.679325       0.142262       0.661485
           1983       0.679535       0.142664       0.661737
           1984       0.679744       0.143065       0.661989
           1985       0.679954       0.143467       0.662241
           1986       0.680164       0.143869       0.662493
           1987       0.680373        0.14427       0.662745
           1988       0.680582       0.144672       0.662997
           1989       0.680791       0.145074       0.663249
           1990          0.681       0.145475       0.663501
           1991       0.681209       0.145877       0.663753
           1992       0.681418       0.146279       0.664005
           1993       0.681627        0.14668       0.664257
           1994       0.681835       0.147082       0.664509
           1995       0.682044       0.147484       0.664761
           1996       0.682252       0.147885       0.665012
           1997        0.68246       0.148287       0.665264
           1998       0.682668       0.148689       0.665516
           1999       0.682876        0.14909       0.665768
           2000       0.683084       0.149492       0.666019
           2001       0.683292       0.149894       0.666271
           2002         0.6835       0.150295       0.666523
           2003       0.683707       0.150697       0.666774
           2004       0.683915       0.151099       0.667026
           2005       0.684122         0.1515       0.667277
           2006       0.684329       0.151902       0.667529
           2007       0.684536       0.152304        0.66778
           2008       0.684743       0.152705       0.668032
           2009        0.68495       0.153107       0.668283
           2010       0.685157       0.153509       0.668534
           2011       0.685363        0.15391       0.668786
           2012        0.68557       0.154312       0.669037
           2013       0.685776       0.154714       0.669288
           2014       0.685983       0.155116        0.66954
           2015       0.686189       0.155517       0.669791
           2016       0.686395       0.155919       0.670042
           2017       0.686601       0.156321       0.670293
           2018       0.686807       0.156722       0.670544
           2019       0.687012       0.157124       0.670796
           2020       0.687218       0.157526       0.671047
           2021       0.687424       0.157927       0.671298
           2022       0.687629       0.158329       0.671549
           2023       0.687834       0.158731         0.6718
           2024       0.688039       0.159132       0.672051
           2025       0.688244       0.159534       0.672302
           2026       0.688449       0.159936       0.672553
           2027       0.688654       0.160338       0.672804
           2028       0.688859       0.160739       0.673055
           2029       0.689064       0.161141       0.673306
           2030       0.689268       0.161543       0.673556
           2031       0.689472       0.161944       0.673807
           2032       0.689677       0.162346       0.674058
           2033       0.689881       0.162748       0.674309
           2034       0.690085        0.16315        0.67456
           2035       0.690289       0.163551        0.67481
           2036       0.690493       0.163953       0.675061
           2037       0.690696       0.164355       0.675312
           2038         0.6909       0.164756       0.675562
           2039       0.691103       0.165158       0.675813
           2040       0.691307        0.16556       0.676064
           2041        0.69151       0.165962       0.676314
           2042       0.691713       0.166363       0.676565
           2043       0.691916       0.166765       0.676815
           2044       0.692119       0.167167       0.677066
           2045       0.692322       0.167568       0.677316
           2046       0.692525        0.16797       0.677567
           2047       0.692727       0.168372       0.677817
           2048        0.69293       0.168774       0.678068
           2049       0.693132       0.169175       0.678318
           2050       0.693335       0.169577       0.678569
           2051       0.693537       0.169979       0.678819
           2052       0.693739        0.17038       0.679069
           2053       0.693941       0.170782        0.67932
           2054       0.694143       0.171184        0.67957
           2055       0.694344       0.171586        0.67982
           2056       0.694546       0.171987        0.68007
           2057       0.694747       0.172389       0.680321
           2058       0.694949       0.172791       0.680571
           2059        0.69515       0.173193       0.680821
           2060       0.695351       0.173594       0.681071
           2061       0.695552       0.173996       0.681321
           2062       0.695753       0.174398       0.681571
           2063       0.695954       0.174799       0.681821
           2064       0.696155       0.175201       0.682071
           2065       0.696355       0.175603       0.682321
           2066       0.696556       0.176005       0.682571
           2067       0.696756       0.176406       0.682821
           2068       0.696957       0.176808       0.683071
           2069       0.697157        0.17721       0.683321
           2070       0.697357       0.177612       0.683571
           2071       0.697557       0.178013       0.683821
           2072       0.697757       0.178415       0.684071
           2073       0.697956       0.178817       0.684321
           2074       0.698156       0.179219       0.684571
           2075       0.698355        0.17962       0.684821
           2076       0.698555       0.180022        0.68507
           2077       0.698754       0.180424        0.68532
           2078       0.698953       0.180826        0.68557
           2079       0.699152       0.181227        0.68582
           2080       0.699351       0.181629       0.686069
           2081        0.69955       0.182031       0.686319
           2082       0.699749       0.182433       0.686569
           2083       0.699948       0.182834       0.686818
           2084       0.700146       0.183236       0.687068
           2085       0.700345       0.183638       0.687318
           2086       0.700543       0.184039       0.687567
           2087       0.700741       0.184441       0.687817
           2088       0.700939       0.184843       0.688066
           2089       0.701137       0.185245       0.688316
           2090       0.701335       0.185646       0.688565
           2091       0.701533       0.186048       0.688815
           2092        0.70173        0.18645       0.689064
           2093       0.701928       0.186852       0.689314
           2094       0.702125       0.187254       0.689563
           2095       0.702323       0.187655       0.689813
           2096        0.70252       0.188057       0.690062
           2097       0.702717       0.188459       0.690311
           2098       0.702914       0.188861       0.690561
           2099       0.703111       0.189262        0.69081
           2100       0.703308       0.189664       0.691059
           2101       0.703505       0.190066       0.691309
           2102       0.703701       0.190468       0.691558
           2103       0.703898       0.190869       0.691807
           2104       0.704094       0.191271       0.692056
           2105        0.70429       0.191673       0.692306
           2106       0.704486       0.192075       0.692555
           2107       0.704682       0.192476       0.692804
           2108       0.704878       0.192878       0.693053
           2109       0.705074        0.19328       0.693302
           2110        0.70527       0.193682       0.693551
           2111       0.705465       0.194083       0.693801
           2112       0.705661       0.194485        0.69405
           2113       0.705856       0.194887       0.694299
           2114       0.706052       0.195289       0.694548
           2115       0.706247       0.195691       0.694797
           2116       0.706442       0.196092       0.695046
           2117       0.706637       0.196494       0.695295
           2118       0.706832       0.196896       0.695544
           2119       0.707026       0.197298       0.695793
           2120       0.707221       0.197699       0.696042
           2121       0.707416       0.198101       0.696291
           2122        0.70761       0.198503        0.69654
           2123       0.707804       0.198905       0.696789
           2124       0.707998       0.199306       0.697037
           2125       0.708193       0.199708       0.697286
           2126       0.708387        0.20011       0.697535
           2127        0.70858       0.200512       0.697784
           2128       0.708774       0.200914       0.698033
           2129       0.708968       0.201315       0.698282
           2130       0.709161       0.201717        0.69853
           2131       0.709355       0.202119       0.698779
           2132       0.709548       0.202521       0.699028
           2133       0.709742       0.202922       0.699277
           2134       0.709935       0.203324       0.699525
           2135       0.710128       0.203726       0.699774
           2136       0.710321       0.204128       0.700023
           2137       0.710513        0.20453       0.700272
           2138       0.710706       0.204931        0.70052
           2139       0.710899       0.205333       0.700769
           2140       0.711091       0.205735       0.701017
           2141       0.711284       0.206137       0.701266
           2142       0.711476       0.206538       0.701515
           2143       0.711668        0.20694       0.701763
           2144        0.71186       0.207342       0.702012
           2145       0.712052       0.207744        0.70226
           2146       0.712244       0.208146       0.702509
           2147       0.712436       0.208547       0.702757
           2148       0.712627       0.208949       0.703006
           2149       0.712819       0.209351       0.703254
           2150        0.71301       0.209753       0.703503
           2151       0.713202       0.210155       0.703751
           2152       0.713393       0.210556          0.704
           2153       0.713584       0.210958       0.704248
           2154       0.713775        0.21136       0.704497
           2155       0.713966       0.211762       0.704745
           2156       0.714157       0.212163       0.704993
           2157       0.714347       0.212565       0.705242
           2158       0.714538       0.212967        0.70549
           2159       0.714728       0.213369       0.705739
           2160       0.714919       0.213771       0.705987
           2161       0.715109       0.214172       0.706235
           2162       0.715299       0.214574       0.706484
           2163       0.715489       0.214976       0.706732
           2164       0.715679       0.215378        0.70698
           2165       0.715869        0.21578       0.707228
           2166       0.716059       0.216181       0.707477
           2167       0.716248       0.216583       0.707725
           2168       0.716438       0.216985       0.707973
           2169       0.716627       0.217387       0.708221
           2170       0.716817       0.217789        0.70847
           2171       0.717006        0.21819       0.708718
           2172       0.717195       0.218592       0.708966
           2173       0.717384       0.218994       0.709214
           2174       0.717573       0.219396       0.709462
           2175       0.717762       0.219798        0.70971
           2176        0.71795       0.220199       0.709959
           2177       0.718139       0.220601       0.710207
           2178       0.718327       0.221003       0.710455
           2179       0.718516       0.221405       0.710703
           2180       0.718704       0.221807       0.710951
           2181       0.718892       0.222208       0.711199
           2182        0.71908        0.22261       0.711447
           2183       0.719268       0.223012       0.711695
           2184       0.719456       0.223414       0.711943
           2185       0.719644       0.223816       0.712191
           2186       0.719831       0.224217       0.712439
           2187       0.720019       0.224619       0.712687
           2188       0.720206       0.225021       0.712935
           2189       0.720394       0.225423       0.713183
           2190       0.720581       0.225825       0.713431
           2191       0.720768       0.226226       0.713679
           2192       0.720955       0.226628       0.713927
           2193       0.721142        0.22703       0.714175
           2194       0.721329       0.227432       0.714423
           2195       0.721515       0.227834       0.714671
           2196       0.721702       0.228235       0.714919
           2197       0.721888       0.228637       0.715166
           2198       0.722075       0.229039       0.715414
           2199       0.722261       0.229441       0.715662
           2200       0.722447       0.229843        0.71591
           2201       0.722633       0.230244       0.716158
           2202       0.722819       0.230646       0.716406
           2203       0.723005       0.231048       0.716654
           2204       0.723191        0.23145       0.716901
           2205       0.723376       0.231852       0.717149
           2206       0.723562       0.232253       0.717397
           2207       0.723747       0.232655       0.717645
           2208       0.723933       0.233057       0.717893
           2209       0.724118       0.233459        0.71814
           2210       0.724303       0.233861       0.718388
           2211       0.724488       0.234262       0.718636
           2212       0.724673       0.234664       0.718884
           2213       0.724858       0.235066       0.719131
           2214       0.725043       0.235468       0.719379
           2215       0.725227        0.23587       0.719627
           2216       0.725412       0.236271       0.719874
           2217       0.725596       0.236673       0.720122
           2218        0.72578       0.237075        0.72037
           2219       0.725965       0.237477       0.720617
           2220       0.726149       0.237879       0.720865
           2221       0.726333       0.238281       0.721113
           2222       0.726516       0.238682        0.72136
           2223         0.7267       0.239084       0.721608
           2224       0.726884       0.239486       0.721856
           2225       0.727067       0.239888       0.722103
           2226       0.727251        0.24029       0.722351
           2227       0.727434       0.240691       0.722598
           2228       0.727618       0.241093       0.722846
           2229       0.727801       0.241495       0.723094
           2230       0.727984       0.241897       0.723341
           2231       0.728167       0.242299       0.723589
           2232        0.72835         0.2427       0.723836
           2233       0.728532       0.243102       0.724084
           2234       0.728715       0.243504       0.724331
           2235       0.728897       0.243906       0.724579
           2236        0.72908       0.244308       0.724827
           2237       0.729262        0.24471       0.725074
           2238       0.729444       0.245111       0.725322
           2239       0.729627       0.245513       0.725569
           2240       0.729809       0.245915       0.725817
           2241       0.729991       0.246317       0.726064
           2242       0.730172       0.246719       0.726312
           2243       0.730354        0.24712       0.726559
           2244       0.730536       0.247522       0.726806
           2245       0.730717       0.247924       0.727054
           2246       0.730899       0.248326       0.727301
           2247        0.73108       0.248728       0.727549
           2248       0.731261        0.24913       0.727796
           2249       0.731442       0.249531       0.728044
           2250       0.731623       0.249933       0.728291
           2251       0.731804       0.250335       0.728539
           2252       0.731985       0.250737       0.728786
           2253       0.732165       0.251139       0.729033
           2254       0.732346        0.25154       0.729281
           2255       0.732527       0.251942       0.729528
           2256       0.732707       0.252344       0.729776
           2257       0.732887       0.252746       0.730023
           2258       0.733067       0.253148        0.73027
           2259       0.733247        0.25355       0.730518
           2260       0.733427       0.253951       0.730765
           2261       0.733607       0.254353       0.731013
           2262       0.733787       0.254755        0.73126
           2263       0.733967       0.255157       0.731507
           2264       0.734146       0.255559       0.731755
           2265       0.734326        0.25596       0.732002
           2266       0.734505       0.256362       0.732249
           2267       0.734684       0.256764       0.732497
           2268       0.734863       0.257166       0.732744
           2269       0.735042       0.257568       0.732991
           2270       0.735221        0.25797       0.733239
           2271         0.7354       0.258371       0.733486
           2272       0.735579       0.258773       0.733733
           2273       0.735758       0.259175       0.733981
           2274       0.735936       0.259577       0.734228
           2275       0.736115       0.259979       0.734475
           2276       0.736293        0.26038       0.734722
           2277       0.736471       0.260782        0.73497
           2278       0.736649       0.261184       0.735217
           2279       0.736827       0.261586       0.735464
           2280       0.737005       0.261988       0.735712
           2281       0.737183        0.26239       0.735959
           2282       0.737361       0.262791       0.736206
           2283       0.737538       0.263193       0.736453
           2284       0.737716       0.263595       0.736701
           2285       0.737893       0.263997       0.736948
           2286       0.738071       0.264399       0.737195
           2287       0.738248         0.2648       0.737442
           2288       0.738425       0.265202        0.73769
           2289       0.738602       0.265604       0.737937
           2290       0.738779       0.266006       0.738184
           2291       0.738956       0.266408       0.738431
           2292       0.739132        0.26681       0.738679
           2293       0.739309       0.267211       0.738926
           2294       0.739485       0.267613       0.739173
           2295       0.739662       0.268015        0.73942
           2296       0.739838       0.268417       0.739667
           2297       0.740014       0.268819       0.739915
           2298        0.74019        0.26922       0.740162
           2299       0.740366       0.269622       0.740409
           2300       0.740542       0.270024       0.740656
           2301       0.740718       0.270426       0.740904
           2302       0.740894       0.270828       0.741151
           2303       0.741069        0.27123       0.741398
           2304       0.741245       0.271631       0.741645
           2305        0.74142       0.272033       0.741892
           2306       0.741595       0.272435        0.74214
           2307       0.741771       0.272837       0.742387
           2308       0.741946       0.273239       0.742634
           2309       0.742121        0.27364       0.742881
           2310       0.742296       0.274042       0.743128
           2311        0.74247       0.274444       0.743375
           2312       0.742645       0.274846       0.743623
           2313        0.74282       0.275248        0.74387
           2314       0.742994        0.27565       0.744117
           2315       0.743168       0.276051       0.744364
           2316       0.743343       0.276453       0.744611
           2317       0.743517       0.276855       0.744859
           2318       0.743691       0.277257       0.745106
           2319       0.743865       0.277659       0.745353
           2320       0.744039        0.27806         0.7456
           2321       0.744213       0.278462       0.745847
           2322       0.744386       0.278864       0.746094
           2323        0.74456       0.279266       0.746342
           2324       0.744733       0.279668       0.746589
           2325       0.744907        0.28007       0.746836
           2326        0.74508       0.280471       0.747083
           2327       0.745253       0.280873        0.74733
           2328       0.745426       0.281275       0.747578
           2329       0.745599       0.281677       0.747825
           2330       0.745772       0.282079       0.748072
           2331       0.745945        0.28248       0.748319
           2332       0.746117       0.282882       0.748566
           2333        0.74629       0.283284       0.748813
           2334       0.746462       0.283686       0.749061
           2335       0.746635       0.284088       0.749308
           2336       0.746807        0.28449       0.749555
           2337       0.746979       0.284891       0.749802
           2338       0.747151       0.285293       0.750049
           2339       0.747323       0.285695       0.750296
           2340       0.747495       0.286097       0.750544
           2341       0.747667       0.286499       0.750791
           2342       0.747838         0.2869       0.751038
           2343        0.74801       0.287302       0.751285
           2344       0.748181       0.287704       0.751532
           2345       0.748353       0.288106       0.751779
           2346       0.748524       0.288508       0.752027
           2347       0.748695       0.288909       0.752274
           2348       0.748866       0.289311       0.752521
           2349       0.749037       0.289713       0.752768
           2350       0.749208       0.290115       0.753015
