        numOfIt             y1             y2             tk
            774       0.307511      -0.325156       0.291564
            775       0.307908      -0.324871       0.291929
            776       0.308305      -0.324586       0.292295
            777       0.308702        -0.3243       0.292661
            778       0.309099      -0.324014       0.293026
            779       0.309496      -0.323728       0.293392
            780       0.309893      -0.323441       0.293757
            781        0.31029      -0.323153       0.294123
            782       0.310687      -0.322866       0.294488
            783       0.311084      -0.322577       0.294854
            784       0.311481      -0.322289       0.295219
            785       0.311878         -0.322       0.295585
            786       0.312275       -0.32171        0.29595
            787       0.312672       -0.32142       0.296316
            788       0.313068       -0.32113       0.296681
            789       0.313465      -0.320839       0.297047
            790       0.313862      -0.320548       0.297412
            791       0.314259      -0.320256       0.297778
            792       0.314656      -0.319964       0.298144
            793       0.315053      -0.319672       0.298509
            794        0.31545      -0.319379       0.298875
            795       0.315847      -0.319085        0.29924
            796       0.316244      -0.318792       0.299606
            797       0.316641      -0.318497       0.299971
            798       0.317038      -0.318203       0.300337
            799       0.317435      -0.317908       0.300702
            800       0.317832      -0.317612       0.301068
            801       0.318229      -0.317316       0.301433
            802       0.318626       -0.31702       0.301799
            803       0.319023      -0.316723       0.302164
            804       0.319419      -0.316426        0.30253
            805       0.319816      -0.316128       0.302895
            806       0.320213       -0.31583       0.303261
            807        0.32061      -0.315532       0.303627
            808       0.321007      -0.315233       0.303992
            809       0.321404      -0.314934       0.304358
            810       0.321801      -0.314634       0.304723
            811       0.322198      -0.314334       0.305089
            812       0.322595      -0.314033       0.305454
            813       0.322992      -0.313732        0.30582
            814       0.323389      -0.313431       0.306185
            815       0.323785      -0.313129       0.306551
            816       0.324182      -0.312826       0.306916
            817       0.324579      -0.312524       0.307282
            818       0.324976       -0.31222       0.307647
            819       0.325373      -0.311917       0.308013
            820        0.32577      -0.311613       0.308378
            821       0.326167      -0.311308       0.308744
            822       0.326564      -0.311004       0.309109
            823        0.32696      -0.310698       0.309475
            824       0.327357      -0.310393       0.309841
            825       0.327754      -0.310087       0.310206
            826       0.328151       -0.30978       0.310572
            827       0.328548      -0.309473       0.310937
            828       0.328945      -0.309166       0.311303
            829       0.329342      -0.308858       0.311668
            830       0.329738       -0.30855       0.312034
            831       0.330135      -0.308241       0.312399
            832       0.330532      -0.307932       0.312765
            833       0.330929      -0.307622        0.31313
            834       0.331326      -0.307312       0.313496
            835       0.331722      -0.307002       0.313861
            836       0.332119      -0.306691       0.314227
            837       0.332516       -0.30638       0.314592
            838       0.332913      -0.306069       0.314958
            839       0.333309      -0.305757       0.315323
            840       0.333706      -0.305444       0.315689
            841       0.334103      -0.305131       0.316055
            842         0.3345      -0.304818        0.31642
            843       0.334896      -0.304504       0.316786
            844       0.335293       -0.30419       0.317151
            845        0.33569      -0.303876       0.317517
            846       0.336087      -0.303561       0.317882
            847       0.336483      -0.303245       0.318248
            848        0.33688      -0.302929       0.318613
            849       0.337277      -0.302613       0.318979
            850       0.337673      -0.302296       0.319344
            851        0.33807      -0.301979        0.31971
            852       0.338467      -0.301662       0.320075
            853       0.338863      -0.301344       0.320441
            854        0.33926      -0.301026       0.320806
            855       0.339657      -0.300707       0.321172
            856       0.340053      -0.300388       0.321537
            857        0.34045      -0.300068       0.321903
            858       0.340846      -0.299748       0.322269
            859       0.341243      -0.299428       0.322634
            860       0.341639      -0.299107          0.323
            861       0.342036      -0.298786       0.323365
            862       0.342433      -0.298464       0.323731
            863       0.342829      -0.298142       0.324096
            864       0.343226      -0.297819       0.324462
            865       0.343622      -0.297496       0.324827
            866       0.344019      -0.297173       0.325193
            867       0.344415      -0.296849       0.325558
            868       0.344812      -0.296525       0.325924
            869       0.345208      -0.296201       0.326289
            870       0.345605      -0.295876       0.326655
            871       0.346001       -0.29555        0.32702
            872       0.346397      -0.295224       0.327386
            873       0.346794      -0.294898       0.327751
            874        0.34719      -0.294571       0.328117
            875       0.347587      -0.294244       0.328483
            876       0.347983      -0.293917       0.328848
            877       0.348379      -0.293589       0.329214
            878       0.348776      -0.293261       0.329579
            879       0.349172      -0.292932       0.329945
            880       0.349568      -0.292603        0.33031
            881       0.349965      -0.292273       0.330676
            882       0.350361      -0.291943       0.331041
            883       0.350757      -0.291613       0.331407
            884       0.351154      -0.291282       0.331772
            885        0.35155      -0.290951       0.332138
            886       0.351946      -0.290619       0.332503
            887       0.352342      -0.290287       0.332869
            888       0.352738      -0.289955       0.333234
            889       0.353135      -0.289622         0.3336
            890       0.353531      -0.289288       0.333965
            891       0.353927      -0.288955       0.334331
            892       0.354323      -0.288621       0.334697
            893       0.354719      -0.288286       0.335062
            894       0.355115      -0.287951       0.335428
            895       0.355511      -0.287616       0.335793
            896       0.355907       -0.28728       0.336159
            897       0.356304      -0.286944       0.336524
            898         0.3567      -0.286607        0.33689
            899       0.357096       -0.28627       0.337255
            900       0.357492      -0.285933       0.337621
            901       0.357888      -0.285595       0.337986
            902       0.358284      -0.285257       0.338352
            903        0.35868      -0.284918       0.338717
            904       0.359075      -0.284579       0.339083
            905       0.359471       -0.28424       0.339448
            906       0.359867        -0.2839       0.339814
            907       0.360263       -0.28356        0.34018
            908       0.360659      -0.283219       0.340545
            909       0.361055      -0.282878       0.340911
            910       0.361451      -0.282536       0.341276
            911       0.361846      -0.282194       0.341642
            912       0.362242      -0.281852       0.342007
            913       0.362638      -0.281509       0.342373
            914       0.363034      -0.281166       0.342738
            915        0.36343      -0.280823       0.343104
            916       0.363825      -0.280479       0.343469
            917       0.364221      -0.280134       0.343835
            918       0.364617      -0.279789         0.3442
            919       0.365012      -0.279444       0.344566
            920       0.365408      -0.279099       0.344931
            921       0.365803      -0.278753       0.345297
            922       0.366199      -0.278406       0.345662
            923       0.366595       -0.27806       0.346028
            924        0.36699      -0.277712       0.346394
            925       0.367386      -0.277365       0.346759
            926       0.367781      -0.277017       0.347125
            927       0.368177      -0.276668        0.34749
            928       0.368572      -0.276319       0.347856
            929       0.368967       -0.27597       0.348221
            930       0.369363      -0.275621       0.348587
            931       0.369758      -0.275271       0.348952
            932       0.370154       -0.27492       0.349318
            933       0.370549      -0.274569       0.349683
            934       0.370944      -0.274218       0.350049
            935        0.37134      -0.273866       0.350414
            936       0.371735      -0.273514        0.35078
            937        0.37213      -0.273162       0.351145
            938       0.372525      -0.272809       0.351511
            939       0.372921      -0.272456       0.351876
            940       0.373316      -0.272102       0.352242
            941       0.373711      -0.271748       0.352608
            942       0.374106      -0.271393       0.352973
            943       0.374501      -0.271038       0.353339
            944       0.374896      -0.270683       0.353704
            945       0.375291      -0.270327        0.35407
            946       0.375686      -0.269971       0.354435
            947       0.376081      -0.269615       0.354801
            948       0.376476      -0.269258       0.355166
            949       0.376871      -0.268901       0.355532
            950       0.377266      -0.268543       0.355897
            951       0.377661      -0.268185       0.356263
            952       0.378056      -0.267826       0.356628
            953       0.378451      -0.267467       0.356994
            954       0.378845      -0.267108       0.357359
            955        0.37924      -0.266748       0.357725
            956       0.379635      -0.266388        0.35809
            957        0.38003      -0.266028       0.358456
            958       0.380424      -0.265667       0.358822
            959       0.380819      -0.265306       0.359187
            960       0.381214      -0.264944       0.359553
            961       0.381608      -0.264582       0.359918
            962       0.382003      -0.264219       0.360284
            963       0.382398      -0.263857       0.360649
            964       0.382792      -0.263493       0.361015
            965       0.383187       -0.26313        0.36138
            966       0.383581      -0.262765       0.361746
            967       0.383976      -0.262401       0.362111
            968        0.38437      -0.262036       0.362477
            969       0.384764      -0.261671       0.362842
            970       0.385159      -0.261305       0.363208
            971       0.385553      -0.260939       0.363573
            972       0.385947      -0.260573       0.363939
            973       0.386342      -0.260206       0.364304
            974       0.386736      -0.259838        0.36467
            975        0.38713      -0.259471       0.365036
            976       0.387524      -0.259103       0.365401
            977       0.387918      -0.258734       0.365767
            978       0.388313      -0.258366       0.366132
            979       0.388707      -0.257996       0.366498
            980       0.389101      -0.257627       0.366863
            981       0.389495      -0.257257       0.367229
            982       0.389889      -0.256886       0.367594
            983       0.390283      -0.256515        0.36796
            984       0.390677      -0.256144       0.368325
            985       0.391071      -0.255773       0.368691
            986       0.391464      -0.255401       0.369056
            987       0.391858      -0.255028       0.369422
            988       0.392252      -0.254655       0.369787
            989       0.392646      -0.254282       0.370153
            990        0.39304      -0.253909       0.370518
            991       0.393433      -0.253535       0.370884
            992       0.393827       -0.25316        0.37125
            993       0.394221      -0.252786       0.371615
            994       0.394614      -0.252411       0.371981
            995       0.395008      -0.252035       0.372346
            996       0.395401      -0.251659       0.372712
            997       0.395795      -0.251283       0.373077
            998       0.396188      -0.250906       0.373443
            999       0.396582      -0.250529       0.373808
           1000       0.396975      -0.250152       0.374174
           1001       0.397368      -0.249774       0.374539
           1002       0.397762      -0.249395       0.374905
           1003       0.398155      -0.249017        0.37527
           1004       0.398548      -0.248638       0.375636
           1005       0.398941      -0.248258       0.376001
           1006       0.399335      -0.247879       0.376367
           1007       0.399728      -0.247498       0.376732
           1008       0.400121      -0.247118       0.377098
           1009       0.400514      -0.246737       0.377464
           1010       0.400907      -0.246356       0.377829
           1011         0.4013      -0.245974       0.378195
           1012       0.401693      -0.245592        0.37856
           1013       0.402086      -0.245209       0.378926
           1014       0.402479      -0.244826       0.379291
           1015       0.402872      -0.244443       0.379657
           1016       0.403264      -0.244059       0.380022
           1017       0.403657      -0.243675       0.380388
           1018        0.40405      -0.243291       0.380753
           1019       0.404443      -0.242906       0.381119
           1020       0.404835      -0.242521       0.381484
           1021       0.405228      -0.242135        0.38185
           1022        0.40562      -0.241749       0.382215
           1023       0.406013      -0.241363       0.382581
           1024       0.406406      -0.240976       0.382947
           1025       0.406798      -0.240589       0.383312
           1026        0.40719      -0.240201       0.383678
           1027       0.407583      -0.239813       0.384043
           1028       0.407975      -0.239425       0.384409
           1029       0.408367      -0.239036       0.384774
           1030        0.40876      -0.238647        0.38514
           1031       0.409152      -0.238258       0.385505
           1032       0.409544      -0.237868       0.385871
           1033       0.409936      -0.237478       0.386236
           1034       0.410328      -0.237087       0.386602
           1035        0.41072      -0.236696       0.386967
           1036       0.411112      -0.236305       0.387333
           1037       0.411504      -0.235913       0.387698
           1038       0.411896      -0.235521       0.388064
           1039       0.412288      -0.235129       0.388429
           1040        0.41268      -0.234736       0.388795
           1041       0.413072      -0.234342       0.389161
           1042       0.413464      -0.233949       0.389526
           1043       0.413855      -0.233555       0.389892
           1044       0.414247       -0.23316       0.390257
           1045       0.414639      -0.232766       0.390623
           1046        0.41503      -0.232371       0.390988
           1047       0.415422      -0.231975       0.391354
           1048       0.415813      -0.231579       0.391719
           1049       0.416205      -0.231183       0.392085
           1050       0.416596      -0.230786        0.39245
           1051       0.416987      -0.230389       0.392816
           1052       0.417379      -0.229992       0.393181
           1053       0.417769      -0.229594       0.393546
           1054        0.41816      -0.229197        0.39391
           1055        0.41855        -0.2288       0.394274
           1056       0.418939      -0.228402       0.394638
           1057       0.419329      -0.228005       0.395001
           1058       0.419718      -0.227608       0.395365
           1059       0.420106       -0.22721       0.395727
           1060       0.420494      -0.226813        0.39609
           1061       0.420882      -0.226415       0.396452
           1062       0.421269      -0.226018       0.396814
           1063       0.421656       -0.22562       0.397175
           1064       0.422042      -0.225223       0.397536
           1065       0.422428      -0.224825       0.397897
           1066       0.422814      -0.224428       0.398258
           1067       0.423199       -0.22403       0.398618
           1068       0.423584      -0.223633       0.398978
           1069       0.423969      -0.223235       0.399338
           1070       0.424353      -0.222838       0.399697
           1071       0.424737       -0.22244       0.400056
           1072        0.42512      -0.222043       0.400414
           1073       0.425503      -0.221645       0.400773
           1074       0.425886      -0.221248       0.401131
           1075       0.426268       -0.22085       0.401489
           1076        0.42665      -0.220452       0.401846
           1077       0.427031      -0.220055       0.402203
           1078       0.427412      -0.219657        0.40256
           1079       0.427793      -0.219259       0.402916
           1080       0.428173      -0.218862       0.403273
           1081       0.428553      -0.218464       0.403628
           1082       0.428933      -0.218066       0.403984
           1083       0.429312      -0.217669       0.404339
           1084       0.429691      -0.217271       0.404694
           1085        0.43007      -0.216873       0.405049
           1086       0.430448      -0.216476       0.405403
           1087       0.430826      -0.216078       0.405757
           1088       0.431203       -0.21568       0.406111
           1089        0.43158      -0.215282       0.406465
           1090       0.431957      -0.214884       0.406818
           1091       0.432333      -0.214487       0.407171
           1092       0.432709      -0.214089       0.407523
           1093       0.433085      -0.213691       0.407876
           1094        0.43346      -0.213293       0.408228
           1095       0.433835      -0.212895        0.40858
           1096       0.434209      -0.212498       0.408931
           1097       0.434583        -0.2121       0.409282
           1098       0.434957      -0.211702       0.409633
           1099       0.435331      -0.211304       0.409984
           1100       0.435704      -0.210906       0.410334
           1101       0.436076      -0.210508       0.410684
           1102       0.436449       -0.21011       0.411034
           1103       0.436821      -0.209712       0.411383
           1104       0.437193      -0.209314       0.411732
           1105       0.437564      -0.208916       0.412081
           1106       0.437935      -0.208518        0.41243
           1107       0.438306       -0.20812       0.412778
           1108       0.438676      -0.207723       0.413126
           1109       0.439046      -0.207325       0.413474
           1110       0.439415      -0.206927       0.413821
           1111       0.439785      -0.206529       0.414169
           1112       0.440154       -0.20613       0.414516
           1113       0.440522      -0.205732       0.414862
           1114        0.44089      -0.205334       0.415209
           1115       0.441258      -0.204936       0.415555
           1116       0.441626      -0.204538       0.415901
           1117       0.441993       -0.20414       0.416246
           1118        0.44236      -0.203742       0.416592
           1119       0.442726      -0.203344       0.416937
           1120       0.443093      -0.202946       0.417281
           1121       0.443459      -0.202548       0.417626
           1122       0.443824       -0.20215        0.41797
           1123       0.444189      -0.201752       0.418314
           1124       0.444554      -0.201353       0.418658
           1125       0.444919      -0.200955       0.419001
           1126       0.445283      -0.200557       0.419344
           1127       0.445647      -0.200159       0.419687
           1128        0.44601      -0.199761        0.42003
           1129       0.446373      -0.199363       0.420372
           1130       0.446736      -0.198964       0.420715
           1131       0.447099      -0.198566       0.421056
           1132       0.447461      -0.198168       0.421398
           1133       0.447823       -0.19777       0.421739
           1134       0.448185      -0.197371       0.422081
           1135       0.448546      -0.196973       0.422421
           1136       0.448907      -0.196575       0.422762
           1137       0.449267      -0.196177       0.423102
           1138       0.449628      -0.195778       0.423442
           1139       0.449987       -0.19538       0.423782
           1140       0.450347      -0.194982       0.424122
           1141       0.450706      -0.194583       0.424461
           1142       0.451065      -0.194185         0.4248
           1143       0.451424      -0.193787       0.425139
           1144       0.451782      -0.193388       0.425478
           1145        0.45214       -0.19299       0.425816
           1146       0.452498      -0.192592       0.426154
           1147       0.452856      -0.192193       0.426492
           1148       0.453213      -0.191795       0.426829
           1149       0.453569      -0.191397       0.427167
           1150       0.453926      -0.190998       0.427504
           1151       0.454282        -0.1906       0.427841
           1152       0.454638      -0.190201       0.428177
           1153       0.454993      -0.189803       0.428514
           1154       0.455349      -0.189404        0.42885
           1155       0.455704      -0.189006       0.429186
           1156       0.456058      -0.188608       0.429521
           1157       0.456412      -0.188209       0.429857
           1158       0.456766      -0.187811       0.430192
           1159        0.45712      -0.187412       0.430527
           1160       0.457473      -0.187014       0.430862
           1161       0.457827      -0.186615       0.431196
           1162       0.458179      -0.186217        0.43153
           1163       0.458532      -0.185818       0.431864
           1164       0.458884       -0.18542       0.432198
           1165       0.459236      -0.185021       0.432531
           1166       0.459587      -0.184622       0.432865
           1167       0.459938      -0.184224       0.433198
           1168       0.460289      -0.183825       0.433531
           1169        0.46064      -0.183427       0.433863
           1170        0.46099      -0.183028       0.434195
           1171        0.46134       -0.18263       0.434528
           1172        0.46169      -0.182231       0.434859
           1173        0.46204      -0.181832       0.435191
           1174       0.462389      -0.181434       0.435523
           1175       0.462738      -0.181035       0.435854
           1176       0.463086      -0.180636       0.436185
           1177       0.463434      -0.180238       0.436515
           1178       0.463782      -0.179839       0.436846
           1179        0.46413      -0.179441       0.437176
           1180       0.464477      -0.179042       0.437506
           1181       0.464825      -0.178643       0.437836
           1182       0.465171      -0.178244       0.438166
           1183       0.465518      -0.177846       0.438495
           1184       0.465864      -0.177447       0.438824
           1185        0.46621      -0.177048       0.439153
           1186       0.466556       -0.17665       0.439482
           1187       0.466901      -0.176251       0.439811
           1188       0.467246      -0.175852       0.440139
           1189       0.467591      -0.175453       0.440467
           1190       0.467935      -0.175055       0.440795
           1191       0.468279      -0.174656       0.441122
           1192       0.468623      -0.174257        0.44145
           1193       0.468967      -0.173858       0.441777
           1194        0.46931       -0.17346       0.442104
           1195       0.469653      -0.173061       0.442431
           1196       0.469996      -0.172662       0.442757
           1197       0.470339      -0.172263       0.443084
           1198       0.470681      -0.171864        0.44341
           1199       0.471023      -0.171465       0.443736
           1200       0.471364      -0.171067       0.444061
           1201       0.471706      -0.170668       0.444387
           1202       0.472047      -0.170269       0.444712
           1203       0.472388       -0.16987       0.445037
           1204       0.472728      -0.169471       0.445362
           1205       0.473069      -0.169072       0.445687
           1206       0.473409      -0.168673       0.446011
           1207       0.473748      -0.168275       0.446335
           1208       0.474088      -0.167876        0.44666
           1209       0.474427      -0.167477       0.446983
           1210       0.474766      -0.167078       0.447307
           1211       0.475104      -0.166679        0.44763
           1212       0.475443       -0.16628       0.447954
           1213       0.475781      -0.165881       0.448277
           1214       0.476118      -0.165482       0.448599
           1215       0.476456      -0.165083       0.448922
           1216       0.476793      -0.164684       0.449244
           1217        0.47713      -0.164285       0.449567
           1218       0.477467      -0.163886       0.449888
           1219       0.477803      -0.163487        0.45021
           1220       0.478139      -0.163088       0.450532
           1221       0.478475      -0.162689       0.450853
           1222       0.478811       -0.16229       0.451174
           1223       0.479146      -0.161891       0.451495
           1224       0.479481      -0.161492       0.451816
           1225       0.479816      -0.161093       0.452137
           1226       0.480151      -0.160694       0.452457
           1227       0.480485      -0.160295       0.452777
           1228       0.480819      -0.159896       0.453097
           1229       0.481153      -0.159497       0.453417
           1230       0.481486      -0.159098       0.453737
           1231       0.481819      -0.158699       0.454056
           1232       0.482152        -0.1583       0.454375
           1233       0.482485        -0.1579       0.454694
           1234       0.482818      -0.157501       0.455013
           1235        0.48315      -0.157102       0.455332
           1236       0.483482      -0.156703        0.45565
           1237       0.483813      -0.156304       0.455968
           1238       0.484145      -0.155905       0.456287
           1239       0.484476      -0.155506       0.456604
           1240       0.484807      -0.155107       0.456922
           1241       0.485137      -0.154707        0.45724
           1242       0.485468      -0.154308       0.457557
           1243       0.485798      -0.153909       0.457874
           1244       0.486128       -0.15351       0.458191
           1245       0.486457      -0.153111       0.458508
           1246       0.486787      -0.152711       0.458824
           1247       0.487116      -0.152312        0.45914
           1248       0.487445      -0.151913       0.459457
           1249       0.487773      -0.151514       0.459773
           1250       0.488101      -0.151115       0.460088
           1251       0.488429      -0.150715       0.460404
           1252       0.488757      -0.150316       0.460719
           1253       0.489085      -0.149917       0.461035
           1254       0.489412      -0.149518        0.46135
           1255       0.489739      -0.149118       0.461665
           1256       0.490066      -0.148719       0.461979
           1257       0.490393       -0.14832       0.462294
           1258       0.490719      -0.147921       0.462608
           1259       0.491045      -0.147521       0.462922
           1260       0.491371      -0.147122       0.463236
           1261       0.491696      -0.146723        0.46355
           1262       0.492022      -0.146323       0.463864
           1263       0.492347      -0.145924       0.464177
           1264       0.492671      -0.145525        0.46449
           1265       0.492996      -0.145125       0.464803
           1266        0.49332      -0.144726       0.465116
           1267       0.493644      -0.144327       0.465429
           1268       0.493968      -0.143927       0.465742
           1269       0.494292      -0.143528       0.466054
           1270       0.494615      -0.143129       0.466366
           1271       0.494938      -0.142729       0.466678
           1272       0.495261       -0.14233        0.46699
           1273       0.495584      -0.141931       0.467302
           1274       0.495906      -0.141531       0.467613
           1275       0.496228      -0.141132       0.467924
           1276        0.49655      -0.140732       0.468235
           1277       0.496872      -0.140333       0.468546
           1278       0.497193      -0.139934       0.468857
           1279       0.497514      -0.139534       0.469168
           1280       0.497835      -0.139135       0.469478
           1281       0.498156      -0.138735       0.469789
           1282       0.498476      -0.138336       0.470099
           1283       0.498796      -0.137936       0.470409
           1284       0.499116      -0.137537       0.470718
           1285       0.499436      -0.137137       0.471028
           1286       0.499756      -0.136738       0.471337
           1287       0.500075      -0.136338       0.471647
           1288       0.500394      -0.135939       0.471956
           1289       0.500713      -0.135539       0.472265
           1290       0.501031       -0.13514       0.472573
           1291       0.501349       -0.13474       0.472882
           1292       0.501667      -0.134341        0.47319
           1293       0.501985      -0.133941       0.473499
           1294       0.502303      -0.133542       0.473807
           1295        0.50262      -0.133142       0.474115
           1296       0.502937      -0.132743       0.474423
           1297       0.503254      -0.132343        0.47473
           1298       0.503571      -0.131944       0.475038
           1299       0.503887      -0.131544       0.475345
           1300       0.504204      -0.131145       0.475652
           1301        0.50452      -0.130745       0.475959
           1302       0.504835      -0.130346       0.476266
           1303       0.505151      -0.129946       0.476572
           1304       0.505466      -0.129546       0.476879
           1305       0.505781      -0.129147       0.477185
           1306       0.506096      -0.128747       0.477491
           1307       0.506411      -0.128348       0.477797
           1308       0.506725      -0.127948       0.478103
           1309       0.507039      -0.127548       0.478409
           1310       0.507353      -0.127149       0.478714
           1311       0.507667      -0.126749       0.479019
           1312        0.50798      -0.126349       0.479325
           1313       0.508293       -0.12595        0.47963
           1314       0.508606       -0.12555       0.479935
           1315       0.508919      -0.125151       0.480239
           1316       0.509232      -0.124751       0.480544
           1317       0.509544      -0.124351       0.480848
           1318       0.509856      -0.123952       0.481152
           1319       0.510168      -0.123552       0.481457
           1320       0.510479      -0.123152       0.481761
           1321       0.510791      -0.122753       0.482064
           1322       0.511102      -0.122353       0.482368
           1323       0.511413      -0.121953       0.482671
           1324       0.511724      -0.121553       0.482975
           1325       0.512034      -0.121154       0.483278
           1326       0.512345      -0.120754       0.483581
           1327       0.512655      -0.120354       0.483884
           1328       0.512965      -0.119955       0.484186
           1329       0.513274      -0.119555       0.484489
           1330       0.513584      -0.119155       0.484791
           1331       0.513893      -0.118755       0.485094
           1332       0.514202      -0.118356       0.485396
           1333       0.514511      -0.117956       0.485698
           1334       0.514819      -0.117556       0.485999
           1335       0.515127      -0.117156       0.486301
           1336       0.515436      -0.116756       0.486603
           1337       0.515743      -0.116357       0.486904
           1338       0.516051      -0.115957       0.487205
           1339       0.516359      -0.115557       0.487506
           1340       0.516666      -0.115157       0.487807
           1341       0.516973      -0.114758       0.488108
           1342        0.51728      -0.114358       0.488409
           1343       0.517586      -0.113958       0.488709
           1344       0.517893      -0.113558       0.489009
           1345       0.518199      -0.113158        0.48931
           1346       0.518505      -0.112758        0.48961
           1347        0.51881      -0.112359       0.489909
           1348       0.519116      -0.111959       0.490209
           1349       0.519421      -0.111559       0.490509
           1350       0.519726      -0.111159       0.490808
           1351       0.520031      -0.110759       0.491108
           1352       0.520336      -0.110359       0.491407
           1353        0.52064      -0.109959       0.491706
           1354       0.520945       -0.10956       0.492005
           1355       0.521249       -0.10916       0.492303
           1356       0.521552       -0.10876       0.492602
           1357       0.521856       -0.10836         0.4929
           1358       0.522159       -0.10796       0.493199
           1359       0.522463       -0.10756       0.493497
           1360       0.522766       -0.10716       0.493795
           1361       0.523068       -0.10676       0.494093
           1362       0.523371       -0.10636       0.494391
           1363       0.523673       -0.10596       0.494688
           1364       0.523975       -0.10556       0.494986
           1365       0.524277      -0.105161       0.495283
           1366       0.524579      -0.104761        0.49558
           1367       0.524881      -0.104361       0.495877
           1368       0.525182      -0.103961       0.496174
           1369       0.525483      -0.103561       0.496471
           1370       0.525784      -0.103161       0.496768
           1371       0.526085      -0.102761       0.497064
           1372       0.526385      -0.102361       0.497361
           1373       0.526685      -0.101961       0.497657
           1374       0.526985      -0.101561       0.497953
           1375       0.527285      -0.101161       0.498249
           1376       0.527585      -0.100761       0.498545
           1377       0.527884      -0.100361        0.49884
           1378       0.528184     -0.0999609       0.499136
           1379       0.528483     -0.0995609       0.499431
           1380       0.528781     -0.0991609       0.499727
           1381        0.52908     -0.0987609       0.500022
           1382       0.529379     -0.0983608       0.500317
           1383       0.529677     -0.0979608       0.500612
           1384       0.529975     -0.0975608       0.500906
           1385       0.530273     -0.0971607       0.501201
           1386        0.53057     -0.0967607       0.501496
           1387       0.530868     -0.0963606        0.50179
           1388       0.531165     -0.0959606       0.502084
           1389       0.531462     -0.0955605       0.502378
           1390       0.531759     -0.0951604       0.502672
           1391       0.532055     -0.0947604       0.502966
           1392       0.532352     -0.0943603        0.50326
           1393       0.532648     -0.0939602       0.503553
           1394       0.532944     -0.0935601       0.503847
           1395        0.53324       -0.09316        0.50414
           1396       0.533535     -0.0927599       0.504433
           1397       0.533831     -0.0923598       0.504726
           1398       0.534126     -0.0919597       0.505019
           1399       0.534421     -0.0915596       0.505312
           1400       0.534716     -0.0911595       0.505605
           1401       0.535011     -0.0907594       0.505897
           1402       0.535305     -0.0903593        0.50619
           1403       0.535599     -0.0899591       0.506482
           1404       0.535893      -0.089559       0.506774
           1405       0.536187     -0.0891589       0.507066
           1406       0.536481     -0.0887587       0.507358
           1407       0.536774     -0.0883586        0.50765
           1408       0.537068     -0.0879584       0.507942
           1409       0.537361     -0.0875582       0.508233
           1410       0.537654     -0.0871581       0.508525
           1411       0.537946     -0.0867579       0.508816
           1412       0.538239     -0.0863577       0.509107
           1413       0.538531     -0.0859576       0.509398
           1414       0.538823     -0.0855574       0.509689
           1415       0.539115     -0.0851572        0.50998
           1416       0.539407      -0.084757       0.510271
           1417       0.539698     -0.0843568       0.510561
           1418        0.53999     -0.0839566       0.510852
           1419       0.540281     -0.0835564       0.511142
           1420       0.540572     -0.0831562       0.511432
           1421       0.540862      -0.082756       0.511722
           1422       0.541153     -0.0823557       0.512012
           1423       0.541443     -0.0819555       0.512302
           1424       0.541733     -0.0815553       0.512592
           1425       0.542023      -0.081155       0.512881
           1426       0.542313     -0.0807548       0.513171
           1427       0.542603     -0.0803546        0.51346
           1428       0.542892     -0.0799543       0.513749
           1429       0.543181     -0.0795541       0.514038
           1430        0.54347     -0.0791538       0.514327
           1431       0.543759     -0.0787535       0.514616
           1432       0.544048     -0.0783533       0.514905
           1433       0.544336      -0.077953       0.515194
           1434       0.544625     -0.0775527       0.515482
           1435       0.544913     -0.0771524        0.51577
           1436       0.545201     -0.0767521       0.516059
           1437       0.545488     -0.0763519       0.516347
           1438       0.545776     -0.0759516       0.516635
           1439       0.546063     -0.0755513       0.516923
           1440        0.54635      -0.075151       0.517211
           1441       0.546637     -0.0747506       0.517498
           1442       0.546924     -0.0743503       0.517786
           1443       0.547211       -0.07395       0.518073
           1444       0.547497     -0.0735497       0.518361
           1445       0.547783     -0.0731494       0.518648
           1446       0.548069      -0.072749       0.518935
           1447       0.548355     -0.0723487       0.519222
           1448       0.548641     -0.0719484       0.519509
           1449       0.548926      -0.071548       0.519796
           1450       0.549212     -0.0711477       0.520082
           1451       0.549497     -0.0707473       0.520369
           1452       0.549782      -0.070347       0.520655
           1453       0.550067     -0.0699466       0.520942
           1454       0.550351     -0.0695462       0.521228
           1455       0.550635     -0.0691459       0.521514
           1456        0.55092     -0.0687455         0.5218
           1457       0.551204     -0.0683451       0.522086
           1458       0.551488     -0.0679447       0.522372
           1459       0.551771     -0.0675443       0.522657
           1460       0.552055      -0.067144       0.522943
           1461       0.552338     -0.0667436       0.523228
           1462       0.552621     -0.0663432       0.523514
           1463       0.552904     -0.0659428       0.523799
           1464       0.553187     -0.0655423       0.524084
           1465       0.553469     -0.0651419       0.524369
           1466       0.553752     -0.0647415       0.524654
           1467       0.554034     -0.0643411       0.524939
           1468       0.554316     -0.0639407       0.525223
           1469       0.554598     -0.0635402       0.525508
           1470       0.554879     -0.0631398       0.525792
           1471       0.555161     -0.0627394       0.526077
           1472       0.555442     -0.0623389       0.526361
           1473       0.555723     -0.0619385       0.526645
           1474       0.556004      -0.061538       0.526929
           1475       0.556285     -0.0611376       0.527213
           1476       0.556566     -0.0607371       0.527497
           1477       0.556846     -0.0603367        0.52778
           1478       0.557126     -0.0599362       0.528064
           1479       0.557406     -0.0595357       0.528347
